id,measurement_1,measurement_2,measurement_3,measurement_4,measurement_5,measurement_6,measurement_7,measurement_8,measurement_9
sensor_2224,12.5,84.7,57.4,23.2,26.3,28.9,46.2,85.3,50.9
sensor_2225,28.5,15.4,25.8,94.8,23.2,19.3,78.5,85.1,84.6
sensor_2226,68.5,54.1,64.5,97.1,19.6,24.8,80.1,24.2,89.4
sensor_2227,43.4,36.0,85.3,46.3,59.8,12.9,25.8,19.3,48.2
sensor_2228,62.0,28.6,87.0,26.1,12.7,26.2,47.1,96.4,61.1
sensor_2229,59.4,18.6,98.0,33.9,71.0,34.2,84.5,15.4,59.1
sensor_2230,88.1,50.5,89.4,78.3,92.9,82.5,17.2,93.1,50.1
sensor_2231,80.0,89.8,71.6,94.6,36.2,27.8,26.6,85.1,26.5
sensor_2232,92.4,43.9,30.1,20.2,82.7,24.4,35.0,49.9,98.0
sensor_2233,92.3,10.5,30.0,60.6,76.7,78.0,39.2,15.5,89.2
sensor_2234,65.4,65.1,98.7,39.2,72.8,29.7,64.4,21.4,73.0
sensor_2235,99.1,54.3,58.6,17.8,90.4,20.6,44.8,41.3,14.3
sensor_2236,97.6,60.6,48.6,21.3,48.7,47.7,45.5,39.8,25.4
sensor_2237,87.6,59.7,37.3,97.9,62.9,33.8,77.3,62.7,12.1
sensor_2238,75.0,55.5,59.1,37.1,10.3,77.3,99.3,77.7,86.1
sensor_2239,12.0,14.0,10.9,74.3,19.3,96.3,85.9,63.5,24.9
sensor_2240,79.4,91.3,79.8,94.9,89.3,31.4,12.9,33.3,61.5
sensor_2241,13.1,30.2,90.8,41.3,27.3,28.5,10.6,25.1,42.1
sensor_2242,13.7,82.8,91.4,82.4,40.9,97.5,20.2,89.5,30.3
sensor_2243,40.4,39.5,74.5,90.7,30.3,46.4,55.3,59.8,60.4
sensor_2244,72.5,28.7,27.4,79.7,27.3,24.6,86.4,45.4,24.7
sensor_2245,48.4,10.7,58.3,41.2,77.1,58.4,68.0,21.0,84.8
sensor_2246,80.9,77.7,18.1,89.1,15.2,80.1,77.5,45.3,91.6
sensor_2247,65.0,65.3,95.5,20.6,31.8,54.6,27.8,53.3,37.8
sensor_2248,43.4,24.4,91.5,44.5,63.5,87.9,67.6,60.9,91.1
sensor_2249,40.7,98.6,18.8,21.9,45.6,16.8,30.6,53.3,30.9
sensor_2250,46.0,94.9,86.9,34.6,38.6,70.0,55.7,92.5,32.6
sensor_2251,19.2,91.4,73.0,90.0,48.3,50.3,78.9,12.4,61.3
sensor_2252,24.2,76.7,57.9,34.1,88.6,34.3,27.2,73.4,15.6
sensor_2253,72.1,87.3,41.9,38.6,34.4,74.7,22.5,62.3,19.4
sensor_2254,31.4,85.6,56.5,49.7,92.5,51.4,22.6,51.9,97.5
sensor_2255,43.7,76.6,87.3,23.8,18.4,59.0,73.7,32.9,81.7
sensor_2256,38.9,93.8,81.1,63.1,76.2,97.1,37.2,58.8,54.3
sensor_2257,48.8,67.0,84.6,27.8,28.8,31.1,25.3,63.0,60.2
sensor_2258,41.9,42.2,65.5,15.1,40.6,74.4,69.8,96.3,34.7
sensor_2259,89.4,40.0,55.3,80.5,76.1,57.7,84.6,58.7,97.4
sensor_2260,38.8,49.3,81.4,22.1,80.9,11.6,55.7,45.8,21.3
sensor_2261,62.5,25.1,37.4,29.5,80.1,88.7,76.3,17.2,62.6
sensor_2262,25.2,24.3,26.5,41.5,77.9,57.9,41.7,81.5,94.0
sensor_2263,46.5,78.0,98.9,50.2,59.7,27.0,78.4,89.2,68.1
sensor_2264,18.1,95.0,81.3,32.1,34.6,35.8,61.5,63.4,80.8
sensor_2265,64.4,68.9,45.5,84.7,49.9,22.1,45.8,33.6,84.7
sensor_2266,40.8,85.4,96.6,42.5,27.5,16.0,85.2,68.2,11.7
sensor_2267,30.8,16.7,76.3,17.6,29.7,43.3,28.1,65.7,22.1
sensor_2268,36.8,51.7,17.8,63.2,44.4,10.5,14.2,96.8,93.8
sensor_2269,22.9,53.7,13.4,46.0,46.0,93.0,77.3,84.7,14.9
sensor_2270,97.7,88.2,45.1,29.6,57.3,94.5,10.9,61.5,30.5
sensor_2271,25.6,34.4,18.1,84.3,69.2,87.1,70.5,28.5,88.0
sensor_2272,27.8,46.9,11.1,94.2,65.5,35.5,18.4,49.1,22.3
sensor_2273,28.0,18.9,41.4,90.9,35.9,92.3,27.7,26.1,52.2
sensor_2274,90.4,57.0,52.8,47.8,92.6,12.8,87.2,28.7,32.6
sensor_2275,36.3,66.1,14.0,34.9,48.5,16.2,39.5,40.6,56.0
sensor_2276,49.7,99.7,85.1,54.4,65.3,27.0,37.0,26.4,89.3
sensor_2277,35.8,29.7,37.7,79.4,17.0,54.6,29.7,41.0,80.2
sensor_2278,81.6,55.0,44.9,33.0,61.3,99.7,24.9,88.6,79.5
sensor_2279,43.2,30.3,85.7,22.3,60.3,13.7,71.9,25.5,56.4
sensor_2280,76.0,33.9,68.7,98.0,10.3,40.5,55.0,40.3,89.6
sensor_2281,53.3,94.8,25.7,45.1,35.0,38.9,63.0,11.4,81.7
sensor_2282,62.3,29.8,58.0,33.5,48.4,37.4,86.1,67.1,76.3
sensor_2283,36.4,51.0,96.0,57.0,34.8,51.1,45.6,43.7,58.7
sensor_2284,50.6,68.6,87.0,89.0,33.1,47.2,52.0,71.1,44.9
sensor_2285,31.0,59.8,82.7,96.7,16.0,69.3,89.3,17.8,43.5
sensor_2286,56.5,64.7,13.0,15.4,50.7,93.1,25.0,85.8,11.0
sensor_2287,56.5,40.1,72.7,68.4,85.3,44.6,36.1,31.2,47.0
sensor_2288,89.3,13.0,90.9,30.5,32.3,34.0,48.2,55.8,29.0
sensor_2289,45.6,68.0,69.9,12.0,46.4,73.0,89.8,20.8,93.9
sensor_2290,26.5,26.5,46.9,87.1,91.9,67.7,79.8,65.2,79.3
sensor_2291,50.6,68.2,48.7,29.6,78.3,70.8,82.7,14.2,52.3
sensor_2292,28.5,47.3,37.4,83.1,72.6,72.4,88.1,55.3,53.3
sensor_2293,45.9,76.7,38.3,99.4,39.0,12.0,70.3,37.2,22.4
sensor_2294,84.5,72.4,15.3,68.2,60.4,78.8,78.8,59.0,46.1
sensor_2295,75.0,12.7,45.1,26.8,15.5,16.3,78.6,62.0,96.5
sensor_2296,90.6,11.3,27.2,82.8,62.3,78.9,55.8,65.4,70.5
sensor_2297,60.9,58.2,24.4,20.8,23.8,73.1,96.8,79.2,79.5
sensor_2298,31.0,18.1,76.3,92.9,58.0,83.9,37.7,33.6,46.4
sensor_2299,36.2,12.7,74.5,63.2,71.8,69.8,97.4,17.8,79.3
sensor_2300,96.1,37.2,99.0,64.1,11.7,35.4,79.7,64.9,47.6
sensor_2301,12.4,44.2,26.1,65.5,83.7,49.5,10.2,33.2,64.6
sensor_2302,24.6,99.8,30.9,92.0,76.8,35.0,80.7,83.0,72.7
sensor_2303,80.4,72.4,83.9,16.8,75.1,20.0,52.4,87.3,10.5
sensor_2304,67.0,95.8,34.4,29.9,20.2,89.4,57.4,87.6,78.2
sensor_2305,92.8,19.3,68.5,32.7,79.4,92.8,69.2,91.0,68.8
sensor_2306,18.4,10.1,94.5,79.6,20.3,14.9,63.9,24.0,66.7
sensor_2307,13.8,89.1,28.3,56.1,58.5,56.5,90.8,96.4,15.9
sensor_2308,24.3,23.5,24.9,95.0,59.5,68.6,79.3,84.9,85.7
sensor_2309,39.3,95.1,69.4,11.7,23.2,55.6,62.1,40.5,60.8
sensor_2310,67.7,52.0,34.8,16.8,58.5,48.0,63.3,20.1,63.9
sensor_2311,90.4,87.2,25.4,52.5,45.2,11.4,13.0,22.0,11.5
sensor_2312,66.2,51.0,67.1,82.3,99.4,47.9,70.5,89.3,35.2
sensor_2313,29.6,82.2,44.3,68.5,67.7,40.0,56.9,83.8,53.6
sensor_2314,10.5,26.1,76.1,36.5,69.5,69.1,36.8,69.1,43.6
sensor_2315,46.7,11.7,18.1,93.3,96.0,51.2,32.4,26.4,91.8
sensor_2316,61.2,46.4,83.4,73.3,32.5,43.9,78.4,10.1,92.6
sensor_2317,36.4,43.8,22.0,78.8,72.0,13.8,41.9,72.8,48.2
sensor_2318,55.1,17.1,57.9,49.5,43.0,94.7,71.1,97.3,88.5
sensor_2319,84.4,34.5,88.9,55.9,23.2,41.7,74.4,50.6,54.8
sensor_2320,56.5,34.9,74.0,47.0,99.8,96.4,30.8,13.5,46.3
sensor_2321,51.7,79.7,97.2,46.7,62.6,21.6,62.3,61.0,53.6
sensor_2322,91.9,89.8,91.4,22.1,14.5,33.1,64.4,44.8,24.9
sensor_2323,46.9,65.7,11.0,47.5,16.5,50.8,93.7,62.4,25.9
sensor_2324,90.2,43.9,98.6,91.7,95.2,69.1,23.9,92.2,64.2
sensor_2325,95.5,59.3,29.4,77.6,76.1,87.8,45.9,56.3,73.8
sensor_2326,50.5,26.8,92.4,49.0,37.1,32.2,57.2,14.4,95.2
sensor_2327,82.6,90.5,83.1,18.6,28.0,57.5,27.0,78.7,17.6
sensor_2328,99.1,46.2,12.6,90.6,36.0,14.5,98.0,72.8,93.6
sensor_2329,23.2,65.5,77.2,16.1,81.2,76.6,69.5,86.7,88.3
sensor_2330,75.7,60.7,29.6,20.6,28.4,83.0,54.6,23.7,67.1
sensor_2331,58.9,21.9,63.2,58.6,67.9,84.9,44.5,24.4,80.7
sensor_2332,94.5,22.2,91.7,39.6,97.2,68.3,15.0,26.4,40.3
sensor_2333,30.9,61.3,53.6,48.4,64.7,82.0,66.0,33.5,91.4
sensor_2334,46.0,92.3,61.1,97.8,79.8,92.8,98.0,13.1,98.8
sensor_2335,43.3,58.0,89.1,17.7,69.2,32.1,94.1,50.3,46.7
sensor_2336,19.0,57.3,61.4,97.9,23.7,78.7,92.3,67.7,79.3
sensor_2337,86.4,10.6,32.3,94.4,54.1,20.8,24.7,30.3,16.5
sensor_2338,27.5,69.4,38.4,46.4,11.1,54.6,54.6,67.7,16.6
sensor_2339,99.1,41.4,30.3,17.7,61.7,69.6,96.8,23.2,40.0
sensor_2340,65.9,85.1,63.7,16.4,27.8,53.5,28.9,13.6,36.8
sensor_2341,26.5,36.4,99.6,34.7,50.3,59.4,10.0,34.4,48.8
sensor_2342,49.9,96.2,47.4,21.6,30.3,98.7,93.0,89.5,72.2
sensor_2343,52.3,38.9,79.9,64.7,80.7,66.6,97.9,71.9,86.7
sensor_2344,97.7,18.1,72.5,96.4,25.0,58.4,41.2,34.1,44.5
sensor_2345,97.3,13.3,83.2,60.2,41.8,10.1,41.1,76.7,75.5
sensor_2346,82.6,38.9,85.1,33.4,74.6,65.7,70.2,32.4,69.9
sensor_2347,92.9,14.2,54.2,52.5,14.5,11.0,32.1,84.5,11.1
sensor_2348,38.0,90.3,20.5,34.8,11.7,78.4,64.3,80.9,59.1
sensor_2349,26.0,82.3,12.2,28.8,44.4,79.1,79.0,76.4,13.6
sensor_2350,56.2,92.3,58.9,45.9,95.3,66.5,72.3,11.9,50.0
sensor_2351,58.6,23.6,38.9,64.7,40.4,97.3,44.4,72.2,73.8
sensor_2352,28.6,28.3,31.3,74.8,21.9,15.0,27.1,98.6,37.0
sensor_2353,86.4,55.2,55.6,14.8,79.1,48.8,13.8,74.7,64.4
sensor_2354,53.4,97.1,63.6,13.7,71.1,20.6,72.9,18.3,85.4
sensor_2355,83.9,66.6,98.0,87.8,17.1,28.0,87.0,23.1,45.0
sensor_2356,19.0,40.1,34.8,40.4,14.2,24.7,45.9,26.8,20.7
sensor_2357,63.4,46.3,36.5,50.9,71.5,98.8,23.2,38.2,64.0
sensor_2358,52.3,10.6,52.9,34.5,73.9,36.6,75.3,96.2,15.1
sensor_2359,57.8,90.2,79.5,92.6,90.5,17.2,77.5,36.0,77.1
sensor_2360,84.0,61.4,75.6,61.8,47.9,81.3,82.3,99.7,21.9
sensor_2361,46.6,32.3,73.2,61.8,93.0,42.7,97.8,22.4,44.6
sensor_2362,76.5,37.1,21.7,53.7,59.9,50.3,29.4,44.9,46.1
sensor_2363,39.7,83.1,45.4,13.7,45.6,49.0,10.8,14.0,75.7
sensor_2364,89.8,17.9,66.9,33.9,10.7,59.0,20.8,87.3,62.7
sensor_2365,63.3,98.9,15.3,76.6,67.5,22.9,22.2,64.7,40.5
sensor_2366,71.9,79.0,51.4,43.4,52.0,63.7,30.8,20.1,68.4
sensor_2367,26.8,45.3,14.5,74.4,48.7,22.0,96.9,41.4,83.2
sensor_2368,54.3,36.5,38.9,82.9,98.2,63.1,22.3,38.7,77.2
sensor_2369,96.5,35.3,35.6,39.6,56.2,21.2,11.5,60.4,74.6
sensor_2370,63.5,41.3,41.5,29.0,89.7,86.0,78.5,45.8,46.5
sensor_2371,87.9,63.7,71.7,23.4,54.3,54.5,38.3,46.6,11.1
sensor_2372,97.2,46.7,82.9,85.5,37.8,48.0,50.2,36.6,87.6
sensor_2373,23.9,47.9,92.8,11.4,27.7,81.9,15.7,55.3,12.4
sensor_2374,43.7,27.9,10.4,49.7,71.1,67.1,18.1,54.7,18.4
sensor_2375,48.0,41.2,49.6,15.6,21.6,33.0,16.7,32.1,39.3
sensor_2376,49.8,33.9,73.8,97.1,75.8,42.8,18.7,83.0,72.4
sensor_2377,98.8,52.0,14.9,75.0,21.1,93.9,17.2,67.8,57.2
sensor_2378,61.7,45.8,96.7,94.2,86.2,46.4,29.3,39.7,89.6
sensor_2379,59.8,27.5,39.0,64.6,33.7,70.3,51.4,59.2,10.6
sensor_2380,71.7,14.4,26.7,31.8,77.1,53.0,52.6,75.7,58.7
sensor_2381,32.0,10.5,67.8,60.7,24.7,64.3,48.9,31.7,27.0
sensor_2382,83.5,72.0,64.3,53.1,80.7,22.0,60.8,87.4,36.0
sensor_2383,13.6,88.1,92.8,39.0,78.6,83.3,94.0,90.5,51.4
sensor_2384,65.5,63.4,26.8,24.9,52.6,31.3,93.9,24.3,74.8
sensor_2385,88.0,68.6,14.2,31.4,26.4,61.7,32.6,99.1,15.9
sensor_2386,65.5,30.5,81.8,56.4,36.4,29.1,36.7,69.3,64.4
sensor_2387,57.2,90.0,10.8,70.5,39.8,38.9,17.6,85.8,72.0
sensor_2388,21.4,45.0,92.2,49.8,49.2,72.0,65.9,28.1,96.2
sensor_2389,21.2,10.3,84.8,80.9,98.5,29.2,23.9,79.5,48.9
sensor_2390,66.2,80.0,92.1,54.3,52.0,29.6,94.4,47.2,75.3
sensor_2391,72.9,13.0,45.8,93.5,75.6,12.5,82.2,10.3,60.2
sensor_2392,14.7,44.0,13.1,65.2,25.2,55.3,37.4,66.7,17.6
sensor_2393,84.1,67.6,81.1,36.7,14.8,90.7,34.3,70.7,88.1
sensor_2394,52.5,78.2,55.5,48.5,47.8,43.4,93.2,85.7,48.6
sensor_2395,24.4,85.8,32.0,46.4,82.4,69.5,42.1,86.1,82.8
sensor_2396,46.3,95.9,33.6,47.0,16.4,61.6,34.0,63.5,68.0
sensor_2397,28.8,57.0,29.6,62.8,79.2,71.1,77.3,85.4,73.7
sensor_2398,85.7,63.8,17.0,63.8,73.5,48.4,63.0,65.8,38.3
sensor_2399,38.2,87.9,63.7,82.0,28.7,84.0,79.7,49.2,29.5
sensor_2400,21.8,30.0,63.1,90.3,19.1,19.1,74.6,62.7,94.0
sensor_2401,58.0,68.5,69.4,91.8,39.6,35.9,93.9,30.5,11.5
sensor_2402,72.9,26.4,50.5,76.6,98.8,88.7,22.4,27.4,63.2
sensor_2403,57.7,92.3,94.4,37.0,84.3,93.5,24.5,45.8,51.5
sensor_2404,55.3,54.2,86.2,79.6,57.3,91.7,21.6,50.5,67.8
sensor_2405,68.3,15.2,69.1,97.4,36.1,44.9,14.4,72.7,98.8
sensor_2406,28.0,75.0,61.7,43.3,37.5,77.2,61.7,58.2,88.2
sensor_2407,34.4,12.2,71.1,56.3,71.7,66.1,61.0,81.6,27.3
sensor_2408,71.0,31.7,10.3,65.8,92.6,23.9,45.5,20.7,85.5
sensor_2409,15.3,89.1,47.5,44.5,21.9,18.9,39.0,91.0,75.8
sensor_2410,71.5,46.5,35.0,54.9,93.3,95.1,39.0,77.6,42.2
sensor_2411,54.4,19.0,96.8,32.9,48.7,10.5,14.7,57.1,40.3
sensor_2412,80.7,47.3,57.7,21.9,71.4,42.1,47.3,41.7,39.2
sensor_2413,23.8,90.2,87.5,33.4,79.2,62.9,52.5,36.6,22.9
sensor_2414,86.2,28.1,57.6,92.0,99.7,11.5,79.7,85.2,83.8
sensor_2415,88.0,75.6,50.7,96.2,46.7,14.1,65.9,82.8,34.1
sensor_2416,92.4,56.1,47.0,25.6,81.7,39.9,14.4,65.0,58.1
sensor_2417,12.7,64.7,88.5,77.1,29.1,70.1,11.1,79.2,67.4
sensor_2418,84.0,52.8,53.6,85.9,83.8,61.8,53.8,85.6,40.3
sensor_2419,23.7,34.2,28.9,45.0,34.3,11.2,38.6,13.8,28.4
sensor_2420,77.7,43.9,72.1,36.9,55.8,98.4,61.5,54.8,67.5
sensor_2421,30.0,32.6,11.7,40.3,84.5,78.4,14.1,69.1,48.9
sensor_2422,25.2,65.5,34.3,68.5,82.7,14.0,31.0,18.1,91.9
sensor_2423,64.0,78.6,39.9,35.2,85.7,11.6,27.2,38.1,13.7
sensor_2424,18.7,76.9,69.8,52.4,57.9,51.4,64.8,95.9,20.2
sensor_2425,37.8,56.2,48.2,34.0,91.7,57.0,24.3,10.3,56.9
sensor_2426,75.1,85.4,38.8,67.7,88.6,72.6,82.5,34.9,61.3
sensor_2427,24.3,68.1,29.8,97.3,48.6,76.2,42.4,59.3,74.4
sensor_2428,78.0,24.9,47.8,53.2,93.4,28.9,86.4,49.9,72.9
sensor_2429,44.5,26.3,63.1,69.1,67.7,71.3,43.4,98.3,57.6
sensor_2430,90.3,78.7,52.1,55.0,36.5,23.2,44.3,42.5,40.6
sensor_2431,38.1,66.0,63.4,12.1,47.8,23.7,22.0,75.2,29.8
sensor_2432,52.6,50.5,55.2,62.1,98.2,89.5,30.5,71.1,61.5
sensor_2433,13.2,83.0,78.6,48.5,84.1,88.5,74.2,66.4,50.3
sensor_2434,70.3,59.6,82.8,98.5,62.2,73.2,16.3,81.1,47.8
sensor_2435,38.2,28.2,57.2,98.9,89.0,59.0,66.1,13.6,50.7
sensor_2436,28.9,56.2,41.7,15.8,54.4,15.2,62.2,43.2,98.8
sensor_2437,78.5,66.4,25.1,84.3,28.9,33.7,56.0,47.0,57.2
sensor_2438,87.4,96.3,71.6,45.8,23.6,63.4,71.2,26.2,94.1
sensor_2439,80.7,64.2,66.8,40.0,17.9,89.0,59.2,23.9,61.0
sensor_2440,80.9,57.0,44.8,68.9,78.5,55.9,22.0,82.7,68.3
sensor_2441,53.9,92.3,44.9,78.4,96.8,13.3,20.6,50.9,21.9
sensor_2442,53.2,23.2,59.9,44.8,64.5,30.8,34.7,73.5,69.6
sensor_2443,86.4,69.5,64.6,50.8,14.2,74.2,14.0,54.1,51.4
sensor_2444,65.2,87.5,80.4,87.8,99.6,27.2,41.9,50.1,82.0
sensor_2445,49.8,76.5,78.9,85.5,69.2,89.1,19.0,39.6,66.8
sensor_2446,71.3,79.0,49.6,91.4,42.1,67.9,57.2,65.5,70.7
sensor_2447,76.4,56.4,73.9,35.2,14.0,43.1,55.8,28.8,97.4
sensor_2448,38.0,37.7,53.5,14.6,92.7,19.2,23.7,30.4,68.3
sensor_2449,39.0,14.4,46.0,99.0,20.2,66.4,45.4,94.0,58.0
sensor_2450,16.7,13.4,67.4,89.0,50.5,50.1,14.8,89.3,30.9
sensor_2451,97.5,82.3,66.4,42.1,56.1,33.7,97.8,61.6,36.4
sensor_2452,92.3,99.0,83.7,48.1,87.0,95.7,83.2,16.0,29.6
sensor_2453,22.1,38.7,29.7,54.8,69.5,88.1,41.9,94.9,42.9
sensor_2454,73.5,24.4,91.8,70.2,69.6,31.0,55.8,96.5,79.6
sensor_2455,28.7,13.4,60.8,18.0,60.3,92.9,69.5,67.8,99.5
sensor_2456,30.4,25.7,18.1,86.8,76.2,16.2,41.2,76.4,58.3
sensor_2457,62.4,81.7,12.2,51.9,28.6,36.2,44.5,52.3,32.9
sensor_2458,25.9,21.0,76.8,61.4,59.0,68.5,92.8,53.8,76.6
sensor_2459,93.0,64.8,48.2,49.7,40.3,95.3,90.7,16.9,69.7
sensor_2460,46.4,59.6,68.0,94.8,90.1,18.9,80.8,37.0,34.6
sensor_2461,53.1,72.8,15.3,63.1,83.5,28.3,53.8,50.4,12.3
sensor_2462,99.6,63.2,74.6,21.3,46.4,69.7,99.6,97.3,79.3
sensor_2463,12.6,23.6,96.5,67.0,97.1,77.3,61.7,68.1,44.6
sensor_2464,83.6,20.5,90.1,47.4,50.7,21.1,77.1,99.0,47.2
sensor_2465,95.6,10.1,99.7,77.1,92.3,35.0,82.9,92.9,22.1
sensor_2466,86.3,21.5,71.1,98.0,34.2,62.9,13.6,90.9,28.8
sensor_2467,49.4,48.1,29.8,47.8,42.2,76.6,18.4,87.7,65.2
sensor_2468,39.4,67.1,34.8,46.3,34.7,12.4,24.8,32.1,87.2
sensor_2469,15.6,37.3,45.6,42.4,89.3,22.6,82.7,83.1,19.9
sensor_2470,44.5,54.0,21.5,29.6,61.0,80.3,42.1,91.3,44.3
sensor_2471,65.0,40.1,62.4,24.2,26.4,71.6,43.8,89.2,83.0
sensor_2472,36.8,14.0,29.4,87.2,81.3,83.2,39.1,97.5,76.8
sensor_2473,40.1,15.7,74.9,28.7,94.2,97.1,80.1,93.2,33.0
sensor_2474,59.4,53.3,26.2,91.9,30.6,10.1,52.1,31.7,31.0
sensor_2475,32.7,42.5,44.0,76.4,17.5,71.7,36.3,84.6,23.4
sensor_2476,18.3,33.4,80.3,51.2,56.5,63.0,38.5,15.7,88.6
sensor_2477,10.7,11.3,39.0,31.9,54.5,49.1,18.5,27.5,72.8
sensor_2478,82.3,55.1,15.4,75.0,58.2,96.8,17.7,28.5,17.6
sensor_2479,18.3,15.8,30.6,53.3,47.1,66.8,95.0,11.3,81.8
sensor_2480,17.0,51.0,14.1,70.4,66.7,38.8,37.1,39.7,50.8
sensor_2481,14.8,67.7,68.6,10.2,87.6,83.9,69.0,32.0,82.7
sensor_2482,16.5,94.7,26.1,76.8,11.1,13.0,26.6,14.9,96.2
sensor_2483,48.8,40.1,68.2,94.7,91.8,11.7,39.3,84.7,25.1
sensor_2484,76.6,18.6,80.9,12.5,46.8,13.3,38.3,33.0,76.4
sensor_2485,60.9,11.7,98.4,46.1,90.3,28.5,76.5,22.6,22.2
sensor_2486,22.3,13.4,99.1,30.9,97.9,21.7,69.8,14.2,44.0
sensor_2487,68.9,18.6,69.6,65.2,14.2,16.8,78.2,33.0,37.6
sensor_2488,30.1,19.1,30.5,25.7,26.3,44.1,97.5,81.6,24.2
sensor_2489,75.9,32.8,84.8,47.0,35.5,21.3,37.4,55.0,36.8
sensor_2490,82.3,64.8,48.5,10.4,33.7,56.0,48.6,34.1,77.0
sensor_2491,75.6,62.4,42.1,49.3,50.8,70.2,66.2,87.9,31.8
sensor_2492,69.5,59.5,66.2,25.9,52.4,30.9,46.4,79.6,40.1
sensor_2493,26.0,44.5,96.3,43.3,39.9,86.2,34.0,78.7,45.1
sensor_2494,24.2,80.8,88.4,55.9,65.7,47.4,37.0,34.0,80.4
sensor_2495,43.2,32.4,86.3,72.7,24.3,88.9,79.9,95.3,93.0
sensor_2496,45.4,74.7,70.0,40.4,60.5,72.8,72.9,46.7,78.5
sensor_2497,89.2,61.8,89.9,77.2,23.9,28.2,91.9,77.9,44.9
sensor_2498,93.0,23.6,19.3,52.7,24.1,51.1,68.0,94.0,95.5
sensor_2499,77.0,59.2,30.2,34.4,94.5,35.8,59.3,55.0,48.6
sensor_2500,70.1,12.3,80.6,45.4,58.4,36.6,52.3,67.4,65.4
sensor_2501,77.6,78.2,80.8,16.9,18.6,87.4,70.6,55.0,19.1
sensor_2502,90.6,56.3,27.7,51.5,12.6,12.1,82.5,52.6,44.1
sensor_2503,52.4,24.9,84.6,10.4,18.6,58.2,48.1,53.3,59.8
sensor_2504,74.0,60.0,22.6,75.8,61.6,20.6,98.0,98.0,45.8
sensor_2505,27.7,79.1,80.4,49.7,26.5,67.8,85.4,77.3,99.1
sensor_2506,66.9,44.9,73.2,41.0,46.5,92.5,27.2,19.8,22.5
sensor_2507,93.7,87.4,62.9,90.8,11.0,45.5,61.5,55.5,69.8
sensor_2508,99.3,19.9,67.7,73.2,44.5,36.3,51.4,65.8,50.6
sensor_2509,70.4,47.0,89.9,30.2,39.5,63.9,13.0,95.9,19.7
sensor_2510,41.5,79.5,12.5,46.1,74.6,61.0,34.5,62.6,78.5
sensor_2511,17.3,30.4,34.5,34.4,52.8,69.9,84.9,69.0,28.4
sensor_2512,71.6,58.0,19.0,14.1,60.6,81.7,33.9,75.5,95.9
sensor_2513,87.8,54.4,29.5,16.6,32.6,58.9,19.3,10.9,35.4
sensor_2514,68.8,63.1,69.1,79.4,14.3,38.0,90.8,24.5,92.0
sensor_2515,23.5,60.5,89.3,86.7,93.2,46.3,58.9,13.0,96.7
sensor_2516,88.8,64.1,32.2,23.0,95.8,79.2,33.2,90.5,94.0
sensor_2517,37.2,33.5,24.0,15.4,38.7,16.7,15.5,53.0,98.5
sensor_2518,18.6,85.3,93.4,19.0,92.8,44.4,17.2,80.8,18.9
sensor_2519,73.1,17.8,54.5,28.3,22.2,73.4,62.4,37.8,86.2
sensor_2520,11.5,22.2,91.5,70.1,10.4,97.3,56.8,82.2,17.9
sensor_2521,18.3,21.9,58.0,86.5,36.9,22.3,53.6,72.7,79.5
sensor_2522,64.6,97.2,52.8,55.9,54.1,36.5,48.5,64.4,31.5
sensor_2523,80.9,17.2,92.5,54.9,65.3,20.0,98.6,21.0,61.9
sensor_2524,35.7,32.4,23.6,41.3,88.8,16.8,31.3,92.7,29.6
sensor_2525,14.6,63.7,49.0,69.5,44.9,46.5,32.8,41.0,25.0
sensor_2526,39.1,78.1,54.7,38.0,16.7,22.5,42.7,53.7,82.7
sensor_2527,94.0,51.9,58.8,73.4,34.8,57.3,91.8,48.3,64.3
sensor_2528,55.6,98.3,63.7,98.2,12.8,19.5,99.0,73.0,40.6
sensor_2529,50.6,94.4,92.4,28.7,42.7,55.4,89.7,86.6,26.6
sensor_2530,67.4,17.8,24.0,46.3,78.4,42.5,43.0,33.3,88.6
sensor_2531,52.8,69.6,17.5,87.2,68.8,34.7,85.4,10.5,83.6
sensor_2532,55.8,95.9,47.8,26.2,13.6,73.0,50.0,82.6,88.8
sensor_2533,10.3,67.4,83.1,46.8,63.9,70.4,98.8,82.3,19.0
sensor_2534,22.2,22.7,52.4,25.1,55.1,20.0,41.6,81.3,24.5
sensor_2535,30.6,59.6,26.3,60.0,35.5,58.2,52.3,87.9,57.3
sensor_2536,42.2,64.5,63.5,12.9,34.5,13.5,77.5,34.1,64.4
sensor_2537,20.4,43.5,80.3,73.3,94.1,41.2,12.7,86.7,79.6
sensor_2538,27.5,96.9,94.8,93.4,24.8,67.8,63.2,93.0,10.7
sensor_2539,93.6,36.0,67.5,94.1,42.3,54.0,98.2,63.8,51.7
sensor_2540,31.6,21.5,58.6,86.5,12.1,37.0,65.9,91.8,74.0
sensor_2541,39.6,37.1,65.1,88.4,21.3,78.5,78.4,18.6,69.0
sensor_2542,35.9,60.0,81.9,35.9,89.5,21.6,13.3,17.6,55.8
sensor_2543,59.9,64.9,12.0,30.0,41.0,98.2,60.3,73.9,12.2
sensor_2544,99.5,51.8,62.6,20.4,23.1,30.0,69.4,75.2,74.6
sensor_2545,32.5,92.5,31.5,74.8,63.6,11.2,83.2,59.7,96.1
sensor_2546,92.3,80.5,63.3,37.5,79.1,59.0,35.0,61.8,76.2
sensor_2547,85.0,64.2,48.7,67.3,72.0,42.3,23.8,64.6,58.8
