sensor_01,sensor_02,sensor_03,sensor_04,sensor_05,sensor_06,sensor_07,sensor_08,sensor_09,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_22,sensor_23,sensor_24,sensor_25,failure
134.2532,4.4194,65.6188,13.2779,50.3286,170.4051,64.1707,10.8448,11.2242,34.9183,41.8242,86.354,8.3346,9.4555,81.2265,189.1601,-2.6971,71.7375,72.8107,72.1726,183.7054,-42.0332,7.472,6.8096,90.8306,1
201.4934,-40.3836,18.7676,9.6326,54.3471,177.5178,46.7306,14.143,16.0664,48.1506,53.0746,14.0955,14.4782,11.9095,21.6352,221.0581,32.9835,43.7128,52.8816,98.8688,154.5672,-18.2051,11.9935,14.174,43.6172,0
255.3793,43.8315,40.1242,4.9129,56.9343,208.8444,31.6571,15.5334,9.1256,56.0802,39.0313,19.9211,17.4243,6.4457,43.4658,182.2822,-42.3838,73.0816,33.59,78.5726,174.6819,-29.4698,8.3354,11.2582,29.7758,0
159.7924,-16.8359,34.1159,11.4216,27.9357,201.8181,29.7178,11.2936,16.1046,41.1551,68.3431,30.3903,6.5284,13.8805,28.6622,259.9266,-41.4956,29.6709,29.3691,65.6896,179.9778,39.4886,8.5164,2.2502,63.8469,0
192.8228,10.4851,32.7105,14.9408,39.3898,184.7817,31.2594,9.0405,7.2586,6.6169,67.5522,48.4891,8.4621,12.841,58.7069,230.5185,9.233,44.7721,35.3278,53.7423,214.2395,-6.6467,12.9484,10.4041,7.2525,0
184.3991,17.0552,85.413,12.0928,39.0078,190.3562,69.7025,4.7591,6.3366,16.2373,55.9127,76.1792,9.4415,13.3227,84.049,202.1474,-32.88,64.9457,57.0242,42.2507,234.5841,17.0014,3.7281,13.0407,82.4047,1
209.452,16.5319,55.9844,17.0801,36.5857,170.0626,88.7499,10.7836,9.262,11.6805,39.6582,81.8969,4.5049,9.9488,78.8705,222.9747,48.5867,43.5122,74.5752,65.9845,194.58,-43.5151,11.2189,14.5903,18.6511,1
205.5568,-17.892,28.949,7.1681,63.1978,182.8549,44.7841,10.8455,11.8622,26.4839,67.1247,38.4098,5.9401,6.8308,15.7514,179.6864,-48.8319,48.0192,54.0104,46.5237,142.557,20.8679,11.4553,7.0326,73.2118,0
221.6223,-21.3029,21.4302,11.7384,53.6646,182.32,21.035,10.682,9.3257,93.9539,43.0343,26.4539,12.6649,11.6365,29.3223,122.7106,3.5119,29.0876,34.8312,18.6015,180.0226,-12.4015,6.3386,5.3522,7.0447,0
234.2617,36.6068,85.6879,11.5622,47.1896,241.2584,82.4596,13.801,5.9615,94.8998,28.8058,68.2659,4.4622,13.5154,71.1238,217.796,-29.2426,39.6622,90.0159,31.989,187.4085,-43.5064,16.1776,3.4094,15.2388,1
166.9748,-11.767,53.602,8.137,22.374,163.2957,32.963,6.0684,10.7506,97.4877,55.6438,48.7924,13.3394,8.4904,15.3065,185.6931,37.1196,,39.3237,64.484,216.7096,23.2726,5.8594,13.5271,67.6763,0
166.6134,-32.4968,21.8983,13.919,55.2859,173.8137,22.9047,8.8095,12.3925,16.832,61.1559,46.7239,13.0957,8.9382,22.7719,144.753,-42.6249,72.6904,26.4402,53.5639,168.2127,-45.4081,8.4996,11.9461,86.9457,0
171.9156,-37.6167,51.9473,9.8154,59.867,270.5469,95.6089,13.1388,7.5333,87.2439,81.9946,74.4319,5.9101,7.0757,76.9982,187.984,-35.9293,40.6579,76.3099,89.6471,208.6665,27.7509,12.0045,6.3099,35.1604,1
178.2676,-27.0808,65.1183,9.9584,46.0077,200.2967,74.5019,8.7987,11.8394,36.7203,43.1989,86.851,8.4794,16.7825,72.2926,185.1922,-19.8212,32.513,76.2483,79.6427,216.0288,-8.9162,13.2218,12.8033,73.7305,1
194.3905,-14.1019,80.4121,11.8082,46.1493,223.8763,70.1249,7.9192,9.6272,35.9835,61.628,76.1467,12.4501,12.703,77.4317,251.6973,-25.324,45.4938,77.3719,98.2656,171.832,28.9662,8.1287,9.5704,63.8237,1
181.4324,-19.9642,45.7003,6.5095,76.5475,144.6241,24.5534,8.3522,7.859,18.5769,36.4185,44.9983,10.0678,7.2964,38.5811,172.3646,-47.5686,60.0572,24.413,5.0412,214.2837,26.1144,9.9756,11.7447,31.7576,0
247.5088,2.5982,38.5367,10.0629,56.7505,195.7922,34.5036,6.5375,7.6019,7.7031,54.8908,27.9232,7.183,5.2673,22.8122,136.9721,44.1215,38.2607,43.6124,53.4007,198.1683,30.7638,7.3409,8.8137,76.9064,0
229.0315,-25.9401,44.2207,7.6425,44.7431,239.9653,23.9244,8.223,5.7703,9.1297,62.9541,15.5059,10.2518,7.1026,15.197,184.5244,-18.9578,30.6171,43.4835,94.7676,182.8028,-41.5218,16.1934,15.1338,95.0315,0
239.6404,-18.1737,35.2023,9.3802,19.1709,223.5146,36.0085,6.8259,11.3085,62.8987,43.3282,34.8865,12.4024,10.4545,19.9131,202.0117,-26.5734,70.5991,42.9532,53.9427,197.0157,32.5708,9.7603,10.0526,64.1219,0
142.0847,-12.0297,23.3727,13.3826,67.2661,220.4343,40.0246,13.0841,12.2635,33.7791,56.3488,25.4294,10.6245,9.223,19.4306,234.9172,28.5562,58.0802,40.3797,43.5735,191.8079,31.4295,10.1054,12.5001,79.9733,0
182.7889,8.6613,15.9678,13.9713,56.7815,161.9609,35.2532,10.5535,10.7645,44.9732,54.6497,38.8299,7.722,9.2082,54.5173,201.9436,18.744,43.61,29.6918,1.6202,231.4695,2.0755,8.6054,9.3644,84.8546,0
166.1063,3.0706,28.0927,10.6495,77.1089,203.7214,39.2925,8.8851,9.1168,85.2185,,24.4946,5.2183,7.7531,11.1632,244.1817,-41.9764,69.0173,57.5629,47.1123,214.6239,-22.5506,14.192,5.7265,62.3626,0
152.8513,-26.7251,51.4497,11.3637,51.3815,177.6816,11.2878,7.1912,4.5611,51.4164,74.3096,40.2285,4.2749,12.4169,41.7366,246.8216,9.5606,50.4384,19.8856,25.1827,221.936,-8.6437,9.6329,10.1731,70.2906,0
193.7401,32.3228,24.0638,8.5966,48.0731,198.7216,31.4063,8.9866,8.229,92.0143,37.5655,43.4878,7.338,11.5684,20.41,216.7012,45.7219,42.1922,8.4829,8.7459,194.0375,-44.8671,11.6865,10.3908,97.2387,0
188.6503,39.3133,40.3939,16.158,22.6478,182.3283,30.6868,8.9712,12.0478,35.4813,49.6581,31.3211,11.9526,9.7996,49.4529,195.7323,-21.3257,23.7193,16.1416,15.5648,192.4106,16.5186,15.3213,9.8354,10.4238,0
181.6671,-2.4287,25.4081,12.5614,50.8891,197.3059,14.7773,9.8925,7.5252,21.3347,39.1216,36.8481,12.4461,13.5304,33.0305,220.1295,7.2763,56.8082,9.1947,3.7192,188.5265,-23.0153,11.6698,1.5034,80.3668,0
219.7572,-7.2203,8.7357,13.0922,60.213,172.9354,17.1136,13.4244,7.8585,52.9108,44.1032,23.7793,7.6984,13.269,32.3357,198.7026,6.9261,61.2093,23.9866,67.4488,185.8971,-40.513,12.4266,7.9372,68.0499,0
166.4098,-13.059,24.4512,12.3607,56.0645,191.387,44.8326,9.5392,6.126,77.2863,48.2279,46.6446,7.2635,9.7924,49.2847,239.6323,-45.363,66.2282,21.2463,17.0379,161.3167,-30.2415,8.616,11.0971,55.9783,0
246.2752,-48.2424,25.6123,10.2817,40.0041,124.6338,41.9743,11.3801,7.3941,55.572,31.4451,29.2382,14.7045,7.9251,18.7829,193.5404,27.3167,42.4661,40.9674,29.6554,150.9782,-44.0436,9.052,8.4772,21.7356,0
158.8853,-12.0122,18.6072,7.7544,,185.613,22.8741,7.0191,5.223,40.6724,27.9267,24.0728,12.8731,11.1906,47.22,193.3189,-38.42,74.424,7.1848,19.6155,199.8489,6.3615,7.9874,10.1442,4.812,0
249.5212,16.2693,16.4109,12.4005,26.9839,201.9883,27.6189,11.8356,8.527,12.171,17.5025,31.8103,10.88,15.8759,34.0463,226.0411,-20.3156,41.2576,7.8345,93.5417,202.3027,-18.7535,13.6563,9.5571,21.8371,0
230.5938,1.3027,9.4021,12.0459,18.7179,195.7477,29.01,14.92,6.5237,24.5609,55.3338,36.0378,8.25,10.9483,35.6532,187.3848,-44.1826,39.8524,31.6911,23.2075,187.617,-5.762,9.0899,10.4419,46.1255,0
143.1933,2.1122,39.3631,7.015,60.9993,168.7262,20.5787,10.3814,11.2812,41.4853,75.5379,5.3871,5.9551,11.8135,32.7018,194.4479,23.9136,51.3903,33.2508,54.2254,220.5466,23.7951,13.4424,6.469,61.7812,0
249.4452,22.7812,36.2233,14.0606,64.1443,166.0487,23.2177,12.4605,7.4623,47.5201,62.8949,40.6544,8.9075,11.9958,35.5673,258.8155,0.4503,48.5453,26.5271,67.0326,237.3466,44.4969,13.0234,9.6501,27.9718,0
128.7602,-11.3181,34.6763,5.7311,44.3479,123.4563,17.3447,10.226,10.0814,11.3763,55.7668,31.6635,8.2155,11.4614,28.3938,200.9811,19.6533,,52.8366,53.6713,183.0154,-15.4357,15.1876,5.2196,55.2937,0
193.0744,1.9091,39.1732,9.1053,43.5036,150.594,24.3195,7.0303,9.4951,32.0589,53.7252,13.3424,9.6626,12.6303,32.835,208.9016,-0.4363,62.3666,19.7106,54.6353,203.2652,16.7287,4.6921,8.4856,60.09,0
193.5154,-46.0054,37.0729,8.2727,74.8019,186.0004,25.2277,11.3196,17.0665,77.3468,72.4907,49.1978,17.4682,11.4404,62.3173,188.8327,35.8181,32.7282,26.5901,58.9187,233.3987,2.4292,4.4352,7.9141,39.0149,0
137.6407,-0.6561,26.3262,7.8931,64.8659,173.5078,12.6023,8.3747,12.8422,64.7702,51.37,29.5641,10.2097,11.2577,32.3851,223.847,17.329,49.5059,33.8668,31.4806,222.2123,-42.7057,7.2755,7.6089,13.5366,0
180.5257,-14.1821,21.5876,12.1277,44.0303,216.4181,14.9511,14.0594,3.3203,76.0778,53.934,17.3767,4.3655,10.8374,6.79,231.8608,-46.2293,87.3039,35.8546,70.4407,230.193,32.0827,14.3044,11.7557,82.933,0
177.1061,-34.582,15.8692,9.2815,41.7641,201.4692,22.2948,13.1498,7.0391,52.7652,65.4402,25.8119,14.0184,5.2042,35.6726,177.9151,-20.9288,67.3102,18.1337,17.3292,226.0251,-4.4037,13.0008,8.6475,60.2643,0
223.4212,43.8197,24.7934,10.6441,47.8566,168.516,41.5113,5.6762,10.066,83.6898,30.2071,47.1232,7.0501,5.1476,1.4649,208.2889,-28.0403,47.4623,15.8066,22.2908,221.4458,-42.4009,4.9323,7.4123,20.3348,0
245.3839,-38.587,37.5102,8.7712,37.8286,203.4896,61.5568,9.845,9.4414,60.8079,69.6631,41.463,13.6965,8.9987,45.4995,204.0529,-47.5478,47.8653,28.4062,30.5371,198.4371,3.0114,13.8802,11.4003,91.0381,0
155.313,0.282,35.8605,11.7738,66.8383,214.5583,38.7162,7.2174,6.8325,88.0984,52.1554,23.7177,8.8655,1.8836,27.3922,217.8529,32.7708,72.8918,10.4227,58.8046,233.9844,-41.6425,3.3588,13.4403,77.9076,0
283.5755,-46.9097,35.5564,13.3704,68.9116,178.1412,16.8213,1.9689,7.4259,32.0644,49.559,19.1063,9.7923,11.3351,27.7673,250.0418,27.1707,53.4245,28.1894,95.8274,254.5418,36.5819,19.2494,11.203,18.3685,0
292.5343,37.9712,12.7332,7.5284,52.3708,166.1177,39.8844,11.0604,10.4875,41.7811,39.8561,28.5089,7.8065,10.4885,47.5047,153.2673,45.8527,49.4338,37.6755,63.1094,240.0373,-20.7488,11.3605,7.9507,44.7761,0
202.9824,45.5407,67.7184,14.1106,38.7959,184.0538,68.8676,6.6161,10.901,19.5331,92.9452,79.784,5.2476,8.0053,59.9319,193.4121,-24.5277,36.3849,67.1148,27.3241,222.2002,-10.7565,9.9373,7.0748,77.9249,1
242.9587,-45.2602,81.0591,10.6285,74.0755,200.655,82.3273,15.7356,7.248,85.7692,84.201,82.536,11.4681,8.8042,75.3604,228.8946,25.7269,34.4351,64.6266,4.1555,165.6756,-46.5125,13.2224,8.4493,76.9853,1
187.6889,-28.4616,13.3649,11.9496,50.3281,178.8405,4.3413,10.1211,11.1124,32.0744,29.5195,27.141,10.9702,6.0069,7.8324,190.1368,24.3386,50.5398,34.5177,73.9396,208.3061,-27.8301,7.7323,9.5779,22.1211,0
192.1511,-42.6306,18.1055,10.8604,41.125,234.0455,15.0851,7.4109,7.2203,35.8147,42.8689,21.1342,14.0381,8.7453,19.3035,208.0125,27.4474,22.3336,23.5666,0.7377,210.7784,-42.6596,9.4706,12.165,2.9001,0
216.2693,-16.4452,15.1217,8.5554,58.4153,204.7394,45.677,10.2876,8.5747,47.8464,33.6733,17.0239,8.007,19.5761,40.5619,191.0308,-22.5139,64.6745,37.3924,73.8506,173.1985,5.0897,13.6324,11.4594,75.4153,0
203.6364,12.8275,41.5442,8.4313,53.7408,208.4124,12.5447,9.5977,8.7768,55.3527,56.9238,42.2962,15.3254,7.8097,31.1801,153.8546,33.9416,36.7121,12.1869,16.8966,196.4827,-41.8643,8.7407,9.2599,97.0054,0
163.0429,-27.5109,36.3946,8.6605,59.4952,224.2019,29.9231,12.2911,11.9518,10.5429,26.7285,34.1839,7.3535,13.7246,40.7838,221.8239,-29.9479,48.0681,37.924,89.1995,177.0529,-5.4273,14.1413,16.724,51.7573,0
202.855,8.0033,13.9191,10.1624,47.1741,232.5739,1.8388,8.5294,13.5602,29.5097,25.7614,37.2138,10.6384,10.5202,11.5662,216.7023,5.7922,33.9833,37.7258,67.5733,106.1499,-37.9434,7.2649,9.8143,95.6164,0
209.3846,34.8932,35.0126,13.3557,59.346,180.5651,14.095,4.9057,2.0738,87.7032,56.9679,12.0813,11.568,6.7902,33.9472,210.7925,13.488,21.8619,53.3061,67.5065,185.2249,11.8326,11.2758,8.4663,78.9278,0
192.3592,6.8698,32.8955,11.4009,34.1213,261.1744,28.3025,11.7294,9.6428,97.1374,48.1932,41.5511,11.8192,4.7417,12.1237,158.6588,-30.4525,70.2697,21.0653,37.9229,162.706,-11.3006,8.3803,8.1955,19.6251,0
191.6747,-21.1953,47.0126,12.7776,49.3527,223.774,13.2661,11.8875,9.7886,78.8185,72.0493,48.0667,6.3212,5.0226,30.3503,177.8318,1.0346,44.5885,18.4456,24.9965,278.4344,47.7841,15.2733,10.6473,50.3568,0
174.6601,-44.7852,26.6872,8.1835,58.5934,210.3931,48.7334,8.1964,12.3357,16.3591,52.9554,12.0744,12.674,10.8237,38.8405,183.8961,49.1622,50.4405,13.747,45.4971,245.4668,6.1395,9.604,9.4243,98.9338,0
205.5036,-8.0559,24.6756,12.6374,35.5749,216.7085,9.6372,8.281,13.1749,45.5433,57.5657,30.2068,8.4724,8.3345,27.8942,217.0965,32.626,16.5532,31.503,67.0886,192.2498,-48.2109,10.5212,10.7626,92.6901,0
184.2812,-47.489,76.6121,9.9562,72.5043,199.9657,57.8184,8.2733,12.357,43.2426,35.3216,83.2111,9.5235,5.9608,70.5254,215.7238,-34.603,40.2585,79.8917,92.0443,141.8871,-44.5785,6.4679,10.3317,4.9174,1
186.0496,3.1821,33.9816,11.0017,38.1348,203.419,18.2561,5.1945,7.2813,39.6058,41.5618,28.3728,14.583,7.7869,40.5033,189.1241,-5.4059,42.4668,18.0516,47.6106,238.9222,-25.7499,8.9218,8.4916,78.7533,0
199.9806,1.6175,36.8573,9.4356,48.4444,181.0247,52.0007,14.1554,8.7831,29.9222,44.3415,38.5757,6.2464,9.0341,22.336,203.507,23.7683,,12.1153,67.751,182.4037,-1.6614,6.5973,10.7817,5.2769,0
190.7669,-36.7364,81.9951,2.8305,31.4573,170.2159,87.379,7.5537,8.0521,64.0485,57.0763,85.4828,15.8088,11.9354,58.7734,205.2223,11.8653,46.4006,75.8088,48.4082,194.6766,26.3158,12.5983,7.6549,30.7497,1
213.2591,6.6755,34.0874,10.0231,30.1398,205.6249,32.1026,12.7116,10.4973,88.2863,41.6306,24.5167,11.3899,12.6692,35.5038,205.9167,40.2517,45.8284,38.1442,40.0697,168.6818,22.6601,10.9474,8.8983,10.7407,0
170.2244,-26.3298,32.9723,10.9897,61.135,232.3346,21.1904,3.2136,9.9068,85.4036,53.0423,27.3372,9.6441,8.3468,27.0996,152.6272,-1.9886,42.149,34.0824,31.6699,185.2341,38.5643,9.707,14.652,56.9216,0
190.0888,47.7706,86.1514,12.2995,30.9455,244.9819,72.9432,10.8577,11.8803,62.3198,39.4831,82.4595,8.9263,6.9465,71.8562,236.158,-39.0806,35.9604,75.6667,46.1738,223.5792,-48.1667,11.6721,11.2597,98.6756,1
225.3797,-20.5072,30.9227,11.083,67.7748,202.8114,24.9186,13.3164,11.128,88.6084,53.165,26.8616,7.2342,10.3715,4.1318,204.5121,46.2182,40.4029,31.5024,21.499,180.1852,-4.8795,7.5759,12.1201,39.0095,0
166.1403,-35.0105,93.7569,9.7672,54.8763,174.3474,87.7699,8.8233,8.1905,63.4741,21.5475,66.1165,7.6925,11.3477,84.5433,219.9953,-2.6344,36.0935,84.1943,62.3144,260.2682,4.5905,10.239,14.3748,71.3572,1
225.2002,-2.3085,35.85,7.9589,62.7751,168.8959,28.9218,9.4448,3.3921,56.0088,57.6353,35.366,8.5782,12.6679,20.9485,215.6944,-35.244,36.7122,32.7334,22.4104,200.8035,28.0293,15.4349,7.0777,6.6703,0
188.1777,39.8493,20.42,13.8021,29.3888,193.1603,28.6916,5.411,9.9802,84.7976,30.4737,26.9981,13.5394,6.3219,22.5954,250.7791,-30.3427,18.6224,19.3548,27.1084,205.6509,-48.3728,8.6652,12.4923,3.9929,0
166.4639,42.5624,15.0519,9.6734,60.1097,160.6652,24.4799,8.8467,12.3169,26.0,67.0043,43.6496,6.0886,10.4563,49.6605,196.0751,2.2133,57.8156,27.6845,9.033,194.0835,36.528,7.4475,7.236,60.2002,0
247.9296,41.9987,34.5212,4.3344,36.0833,132.8455,15.7472,13.0774,12.5851,60.0382,25.3597,47.4918,14.7137,10.8372,27.4218,190.6117,-46.4557,49.1378,24.4629,77.0548,195.8005,-4.7511,11.5255,8.9461,65.2335,0
205.3713,-27.6551,71.0566,10.5954,53.5438,229.4887,87.2166,6.0877,6.7501,80.7708,50.196,67.3308,11.694,9.4518,90.8103,296.484,12.0951,38.8243,75.0743,54.4997,202.1697,-9.9714,11.2655,10.3818,36.4189,1
226.8386,28.1811,55.5474,10.4878,35.6771,199.9624,35.8664,10.0425,13.319,61.8588,79.5578,28.4124,10.0329,14.1381,39.1918,239.875,45.6835,75.2754,31.0113,67.2441,223.9822,15.9812,10.2621,12.2527,37.0498,0
170.1695,-17.608,43.6459,10.0986,41.5253,191.1739,23.1797,4.4097,10.0903,73.5809,50.3349,34.8447,4.1142,5.6867,28.4072,148.5251,-40.3204,25.007,28.4216,77.9108,213.6916,35.6503,6.7685,9.6983,39.3118,0
246.6819,13.1019,23.5095,5.0754,57.7867,225.8787,43.9559,3.7642,16.2206,53.1999,37.8627,42.1872,9.8661,11.1513,27.8806,207.6442,-26.26,38.9222,40.9253,91.713,214.961,4.807,8.762,6.2592,69.228,0
126.3974,-1.6267,67.2871,11.958,30.6022,237.0126,69.2029,14.3623,7.9969,44.7777,46.4377,82.5897,14.2401,8.6375,74.33,233.9022,23.4573,67.3882,89.4425,92.7935,190.5004,29.1617,8.1339,12.1349,0.9656,1
218.8884,20.8582,18.5032,6.4652,62.0873,202.4957,6.3364,13.1786,12.8094,34.2599,70.5137,36.7463,12.1526,14.1604,22.951,219.9528,47.4908,73.6434,35.9825,1.1418,133.8349,-34.6781,7.5837,7.2015,71.1244,0
218.1793,-40.994,44.5206,8.5337,9.63,234.053,33.2769,11.2722,11.8898,91.8288,41.4592,35.0421,11.3629,13.0607,12.33,184.4429,23.8574,53.0331,21.9167,32.7096,159.2892,5.4445,11.707,6.6437,15.0488,0
233.844,46.0143,27.7091,13.9931,33.7007,185.8703,0.8017,14.1539,10.0565,70.2047,45.5506,29.3483,14.1353,14.0063,43.8989,187.7722,21.9343,71.3324,25.3335,90.1756,203.5686,-20.9347,6.6022,15.5285,6.5871,0
157.6753,48.8239,94.9788,7.3305,51.044,170.9248,74.0771,8.6883,8.2217,37.2502,34.9825,52.293,7.1855,10.8723,72.4839,205.9532,8.4653,37.9389,68.0556,76.63,205.381,-34.1453,15.1293,11.3811,21.2519,1
233.8664,-43.9186,24.3064,8.5049,45.89,155.8199,31.9425,7.0463,2.9948,44.6031,36.8088,30.5592,14.4174,10.0927,21.313,165.3017,-16.366,58.9705,42.6738,81.9744,176.9206,33.8258,13.6852,10.8643,1.5095,0
250.028,22.3026,37.2536,12.2184,39.0216,179.7227,22.4375,7.6673,10.3915,6.304,59.8134,34.2778,5.7099,7.8936,54.7526,204.3446,29.0676,54.762,32.0067,85.3562,206.6146,3.4138,7.1145,10.9049,42.9333,0
151.9311,19.2926,39.8149,12.1348,41.8063,214.784,62.7889,7.1891,13.4384,10.5345,72.9961,32.8093,13.6631,8.4548,23.0977,196.822,43.0009,59.5314,38.7651,29.7187,196.1788,-45.8236,11.1762,7.6888,60.1108,0
230.0412,18.9542,29.4247,7.5614,57.641,212.7245,26.541,13.4761,12.5058,77.1046,64.294,23.9279,8.583,14.9397,11.4402,152.6066,46.6118,46.7266,59.3953,50.7939,205.6188,28.5204,10.6039,10.0398,0.5755,0
203.8553,-26.8203,32.7701,9.7397,42.364,206.0933,22.216,10.3756,9.8153,95.4451,33.2934,21.614,7.6484,8.0473,47.6254,156.6938,-18.7731,52.6271,3.5189,33.8345,193.061,23.4643,8.8835,8.9261,44.2252,0
215.1446,-7.1475,19.3656,8.6187,57.4487,214.0802,38.8749,10.9341,7.8425,11.7351,53.6156,41.2808,9.3819,10.4729,30.6929,191.1512,-19.3915,49.4673,47.0753,55.9385,253.9005,-20.6162,13.326,4.2597,45.974,0
168.9934,4.2986,48.3279,9.0802,36.6662,224.4153,17.5003,4.4419,9.9336,61.9151,39.0356,39.8468,11.6152,7.39,31.916,220.1314,26.8203,51.9411,44.8265,52.9389,181.8224,4.4856,11.169,12.6021,19.1633,0
150.963,-10.0931,33.3971,13.6601,47.7884,251.0233,28.1235,13.6308,8.3626,41.0458,53.3878,38.9849,11.3852,9.8081,53.0218,198.1605,-32.2411,81.0949,29.5251,27.3779,197.0622,-49.956,14.2326,8.4737,8.8776,0
204.1348,31.9084,79.4367,11.3046,61.7717,181.0992,84.9329,8.6019,5.8066,41.0811,39.4798,62.827,6.96,10.0725,78.8157,206.3262,44.6375,64.8874,69.2112,75.1373,230.0069,-2.3801,5.0051,9.8816,78.1522,1
209.766,-6.2318,26.0437,12.3808,39.8577,206.4326,11.7508,12.5989,14.0939,81.3816,68.2417,35.8149,9.527,9.6378,28.0126,235.5866,-43.2248,24.0941,42.6132,3.5176,176.1766,-49.2976,12.0802,10.4136,9.1922,0
207.4326,-13.3957,20.8158,5.5844,75.0067,197.2893,30.3938,13.2623,10.1847,7.9046,,34.069,12.0636,10.6879,29.962,163.0751,8.4297,57.1353,31.614,83.8776,186.8924,7.9403,12.4714,11.8218,78.6339,0
189.0273,-33.7825,38.5538,12.3721,80.548,216.822,43.5109,10.5551,12.3562,81.4751,29.0809,6.3921,13.3671,8.6514,48.4959,225.9227,30.7259,53.0732,29.0728,63.0356,214.8936,-14.6431,10.4196,10.8276,85.9656,0
211.2026,-32.3667,20.5537,7.9701,46.8989,167.3563,35.7478,7.4113,12.7585,99.8903,54.9697,21.6538,10.1171,9.277,14.1744,212.5248,-40.2945,60.6794,23.4118,43.6723,181.1038,-33.5441,8.0776,9.4195,50.8005,0
205.9207,-14.9962,27.8849,6.8881,19.4991,185.024,27.5117,10.9322,10.9515,70.8865,16.3436,27.3157,13.0998,13.2155,25.4832,206.7734,6.0732,45.0885,34.7218,22.61,239.0313,35.302,11.5469,7.1591,54.7616,0
143.648,-49.7664,38.5382,9.1412,63.9146,197.1362,40.8118,15.7803,13.2677,50.02,40.0761,28.98,11.9862,14.0876,47.2336,196.9526,-22.8129,56.0533,36.4657,47.5727,192.5704,-40.961,12.4921,9.6778,43.9029,0
188.8807,15.2524,30.7268,11.6777,64.0215,223.1832,29.225,10.503,10.2986,48.2835,42.1925,22.6243,5.5689,12.8401,25.296,173.034,-34.4989,51.399,45.8087,29.4346,241.1045,9.7453,12.0388,12.6274,70.422,0
205.6762,-36.681,26.8468,9.7004,46.9437,236.6871,8.5148,9.9212,6.7408,65.2714,52.7824,31.5868,15.0533,12.7468,22.6511,275.5781,-48.5695,64.7445,34.1987,53.9941,185.6915,29.5039,10.27,7.3467,52.4216,0
209.713,-2.4534,25.7216,4.8078,65.4938,248.5242,35.4699,5.8276,9.5015,61.4923,40.007,17.8719,9.7661,8.7401,35.8252,218.5433,46.7696,56.1771,19.3591,82.3072,214.7659,-48.1084,11.4186,7.7336,76.5697,0
254.1423,35.5421,27.8517,9.3031,,206.4546,23.2453,11.1352,9.8967,31.1503,49.4973,42.6479,12.4285,1.4359,22.0807,140.4961,-11.2777,36.2089,22.219,18.2979,201.1839,-8.0806,9.899,8.8451,26.4473,0
189.0493,26.8777,33.8983,12.2223,66.2214,216.6711,15.9599,12.531,6.454,68.7363,20.8006,30.6745,8.5496,7.7973,33.5735,212.5203,3.785,42.7475,50.7139,36.5587,252.3308,-4.0315,7.5866,12.8143,67.7184,0
198.4774,31.2746,40.7371,9.0983,65.9096,132.2862,42.2346,15.1226,9.4168,35.7289,76.3671,22.2336,11.6294,6.4558,22.3272,239.5095,15.8561,43.0161,23.0124,56.1221,204.8331,38.0251,10.6563,11.3923,3.9874,0
217.5758,-14.248,37.7011,11.4804,60.1196,253.3557,41.8356,12.5766,12.774,72.2741,27.2077,27.9322,11.2644,9.7574,42.1878,203.9099,38.2111,42.5572,21.2912,7.9145,189.6616,-8.434,15.1418,4.7286,13.575,0
222.1976,34.9801,21.0904,13.7873,64.1131,193.7516,31.0935,12.0012,9.8873,43.5365,69.7303,21.3912,8.2654,7.9626,10.6865,221.1821,41.1867,59.8943,41.1008,28.8116,269.032,-6.827,8.4412,7.6983,66.6434,0
179.4518,47.4333,31.8795,8.3326,46.1181,190.1285,31.8305,11.7448,8.9957,71.8925,70.7151,14.2104,9.788,5.7982,17.5214,199.7932,23.5907,,26.1012,91.9936,268.7892,-44.2767,16.8448,4.5546,44.6808,0
175.6681,48.9636,28.5723,13.2052,51.1879,153.2107,45.0912,7.8133,6.1783,3.3285,58.2035,27.063,14.4444,11.7053,42.7069,181.9722,-29.3649,60.5617,12.0182,32.6972,189.9348,41.6224,9.6204,9.8312,77.5243,0
189.995,1.2766,25.0877,11.736,75.2514,209.1175,32.9547,12.3848,15.8188,20.6629,54.392,38.5726,10.1377,4.9012,22.7988,187.3874,14.0448,60.2105,41.6209,76.1054,168.7986,9.9635,10.7386,13.3056,64.1513,0
235.394,-17.1525,29.7519,6.8591,58.9263,242.0029,28.4051,11.6745,14.0849,39.7279,38.6363,30.6539,9.9746,8.7606,32.6761,203.9142,-23.2891,73.7914,9.8786,5.3435,244.0779,12.6302,12.5925,10.042,35.2539,0
236.2516,-47.9911,36.2089,10.5543,75.0938,203.9773,17.885,13.6,7.5633,24.1184,48.812,24.2281,13.9124,9.2284,10.9416,164.4546,37.8986,,46.2006,91.0128,127.7494,-14.1534,11.8093,10.9396,25.439,0
224.3983,-37.4735,37.1368,8.8293,55.5524,152.3123,42.0045,6.4008,11.0531,91.3952,63.3797,14.8287,12.2707,13.8437,30.6807,192.7269,47.8561,31.2384,14.7929,62.8243,162.707,-10.1783,8.9746,9.7214,68.0596,0
